name,image,general_category
Earphones,https://www.airliftexpress.com/assets/img/logo.svg,28
MobilePhones,https://www.airliftexpress.com/assets/img/logo.svg,28
Smartwatches,https://www.airliftexpress.com/assets/img/logo.svg,28
