name,image,general_category
Baby Skin & Hair Care,https://www.airliftexpress.com/assets/img/logo.svg,14
BabyMotherFoods,https://www.airliftexpress.com/assets/img/logo.svg,14
Bottle and Accessories,https://www.airliftexpress.com/assets/img/logo.svg,14
Diapers & Wipes,https://www.airliftexpress.com/assets/img/logo.svg,14
