name,image,general_category
Tea & Coffee,https://www.airliftexpress.com/assets/img/logo.svg,3
Juices & Drinks,https://www.airliftexpress.com/assets/img/logo.svg,3
Water,https://www.airliftexpress.com/assets/img/logo.svg,3
Soft Drinks,https://www.airliftexpress.com/assets/img/logo.svg,3
