name,image,general_category
Butter & Margarine,https://www.airliftexpress.com/assets/img/logo.svg,5
Cheese & Cream,https://www.airliftexpress.com/assets/img/logo.svg,5
Eggs,https://www.airliftexpress.com/assets/img/logo.svg,5
Fresh Dairy,https://www.airliftexpress.com/assets/img/logo.svg,5
Milk & Tea Whitener,https://www.airliftexpress.com/assets/img/logo.svg,5
Yogurt,https://www.airliftexpress.com/assets/img/logo.svg,5
