name,image,general_category
Gaming,https://www.airliftexpress.com/assets/img/logo.svg,27
Laptops,https://www.airliftexpress.com/assets/img/logo.svg,27
Tablets,https://www.airliftexpress.com/assets/img/logo.svg,27
