name,image,general_category
Acessories,https://www.airliftexpress.com/assets/img/logo.svg,20
Pet Grooming,https://www.airliftexpress.com/assets/img/logo.svg,20
PetFood & Treats,https://www.airliftexpress.com/assets/img/logo.svg,20
