name,image,general_category
Art & Crafts,https://www.airliftexpress.com/assets/img/logo.svg,18
Office & School,https://www.airliftexpress.com/assets/img/logo.svg,18
Stationary,https://www.airliftexpress.com/assets/img/logo.svg,18
