name,image,general_category
AirLift Fresh,https://www.airliftexpress.com/assets/img/logo.svg,2
Fruits,https://www.airliftexpress.com/assets/img/logo.svg,2
Vegetables,https://www.airliftexpress.com/assets/img/logo.svg,2
