name,image,general_category
Biscuits & Wafers,https://www.airliftexpress.com/assets/img/logo.svg,4
Chocolates & Sweets,https://www.airliftexpress.com/assets/img/logo.svg,4
Crisps & Snacks,https://www.airliftexpress.com/assets/img/logo.svg,4
SugarFree,https://www.airliftexpress.com/assets/img/logo.svg,4
