name,image,general_category
Cleaning Supplies,https://www.airliftexpress.com/assets/img/logo.svg,13
DishWashing,https://www.airliftexpress.com/assets/img/logo.svg,13
Household Essentials,https://www.airliftexpress.com/assets/img/logo.svg,13
Laundary,https://www.airliftexpress.com/assets/img/logo.svg,13
Pest Control,https://www.airliftexpress.com/assets/img/logo.svg,13
