name,image,general_category
Bread,https://www.airliftexpress.com/assets/img/logo.svg,8
Cereals,https://www.airliftexpress.com/assets/img/logo.svg,8
"Jams, Honey & Spreads",https://www.airliftexpress.com/assets/img/logo.svg,8
